Timestamp,Day,Participant,Location Coordinates,HRV
2023-01-20 14:38:00,Friday,4,"52.307884164, 10.559809416",
2023-01-20 14:38:10,Friday,4,"52.307289137, 10.559815206",
2023-01-20 14:38:20,Friday,4,"52.306706859, 10.559823333",
2023-01-20 14:38:30,Friday,4,"52.306122851, 10.559954859",
2023-01-20 14:38:40,Friday,4,"52.305547862, 10.560052275",
2023-01-20 14:38:50,Friday,4,"52.304919658, 10.560110507",
2023-01-20 14:39:00,Friday,4,"52.30430579, 10.5601177",
2023-01-20 14:39:10,Friday,4,"52.303699749, 10.560132457",
2023-01-20 14:39:20,Friday,4,"52.30314311, 10.560089921",
2023-01-20 14:39:30,Friday,4,"52.302600707, 10.560102249",
2023-01-20 14:39:40,Friday,4,"52.301965175, 10.560153747",
2023-01-20 14:39:50,Friday,4,"52.301335609, 10.560293909",
2023-01-20 14:40:00,Friday,4,"52.300764854, 10.560337432",
2023-01-20 14:40:10,Friday,4,"52.300193097, 10.560405036",
2023-01-20 14:40:20,Friday,4,"52.299572297, 10.560458426",
2023-01-20 14:40:30,Friday,4,"52.298856131, 10.56051907",
2023-01-20 14:40:40,Friday,4,"52.298169872, 10.560679137",
2023-01-20 14:40:50,Friday,4,"52.297610253, 10.560870574",
2023-01-20 14:41:00,Friday,4,"52.297142664, 10.560819204",
2023-01-20 14:41:10,Friday,4,"52.296859664, 10.560899261",
2023-01-20 14:41:20,Friday,4,"52.296990108, 10.560740726",
2023-01-20 14:41:30,Friday,4,"52.296938901, 10.560199617",
2023-01-20 14:41:40,Friday,4,"52.296433048, 10.56016963",
2023-01-20 14:41:50,Friday,4,"52.295960168, 10.560208704",
2023-01-20 14:42:00,Friday,4,"52.295503008, 10.56023309",
2023-01-20 14:42:10,Friday,4,"52.295021289, 10.560244947",
2023-01-20 14:42:20,Friday,4,"52.294493555, 10.560307578",
2023-01-20 14:42:30,Friday,4,"52.29394573, 10.560478279",
2023-01-20 14:42:40,Friday,4,"52.293565843, 10.560743376",
2023-01-20 14:42:50,Friday,4,"52.293154527, 10.560667246",
2023-01-20 14:43:00,Friday,4,"52.292719276, 10.560527163",
2023-01-20 14:43:10,Friday,4,"52.292638332, 10.560533879",
2023-01-20 14:43:20,Friday,4,"52.292638913, 10.560535034",
2023-01-20 14:43:30,Friday,4,"52.292638742, 10.56053494",
2023-01-20 14:43:40,Friday,4,"52.292638296, 10.560535459",
2023-01-20 14:43:50,Friday,4,"52.292643487, 10.560549928",
2023-01-20 14:44:00,Friday,4,"52.29258324625, 10.56086762",
2023-01-20 15:24:20,Friday,4,"52.29261609, 10.5609351075",
2023-01-20 15:24:30,Friday,4,"52.292630954, 10.560816465",
2023-01-20 15:24:40,Friday,4,"52.29259546, 10.560598611",
2023-01-20 15:24:50,Friday,4,"52.2924494866667, 10.5599511788889",
2023-01-20 15:33:50,Friday,4,"52.277126425, 10.53792354",
2023-01-20 15:34:00,Friday,4,"52.276873671, 10.538042845",
2023-01-20 15:34:10,Friday,4,"52.276443196, 10.538247207",
2023-01-20 15:34:20,Friday,4,"52.27615503, 10.537977459",
2023-01-20 15:34:30,Friday,4,"52.276005523, 10.537291702",
2023-01-20 15:34:40,Friday,4,"52.275861132, 10.53663631",
2023-01-20 15:34:50,Friday,4,"52.275732482, 10.536036384",
2023-01-20 15:35:00,Friday,4,"52.275664176, 10.535460789",
2023-01-20 15:35:10,Friday,4,"52.275540538, 10.534843324",
2023-01-20 15:35:20,Friday,4,"52.275538263, 10.534025843",
2023-01-20 15:35:30,Friday,4,"52.27554974, 10.533260151",
2023-01-20 15:35:40,Friday,4,"52.275523822, 10.532529927",
2023-01-20 15:35:50,Friday,4,"52.275526208, 10.531803997",
2023-01-20 15:36:00,Friday,4,"52.275572361, 10.531024057",
2023-01-20 15:36:10,Friday,4,"52.275588587, 10.530266416",
2023-01-20 15:36:20,Friday,4,"52.27560236, 10.529514459",
2023-01-20 15:36:30,Friday,4,"52.275580351, 10.528784471",
2023-01-20 15:36:40,Friday,4,"52.275560264, 10.528041441",
2023-01-20 15:36:50,Friday,4,"52.275543954, 10.527279179",
2023-01-20 15:37:00,Friday,4,"52.275538062, 10.526464311",
2023-01-20 15:37:10,Friday,4,"52.275492211, 10.525652459",
2023-01-20 15:37:20,Friday,4,"52.275466823, 10.524872906",
2023-01-20 15:37:30,Friday,4,"52.275449698, 10.52408751",
2023-01-20 15:37:40,Friday,4,"52.275401108, 10.523268313",
2023-01-20 15:37:50,Friday,4,"52.27533024, 10.522434684",
2023-01-20 15:38:00,Friday,4,"52.275335093, 10.521905101",
2023-01-20 15:38:10,Friday,4,"52.275361096, 10.521673731",
2023-01-20 15:38:20,Friday,4,"52.275365775, 10.520984176",
2023-01-20 16:28:50,Friday,5,"52.31579704, 10.5593843",
2023-01-20 16:29:00,Friday,5,"52.3152725, 10.5595773777778",
2023-01-20 16:29:10,Friday,5,"52.3148710666667, 10.5594953333333",
2023-01-20 16:29:20,Friday,5,"52.3146809222222, 10.5590499888889",
2023-01-20 16:29:30,Friday,5,"52.3146383, 10.5586988",
2023-01-20 16:29:50,Friday,5,"52.3145855444444, 10.5576744555556",
2023-01-20 16:30:00,Friday,5,"52.3140884222222, 10.5553770555556",
2023-01-20 16:30:00,Friday,5,"52.3144846, 10.5568899",
2023-01-20 16:30:10,Friday,5,"52.31381597, 10.55370792",
2023-01-20 16:30:20,Friday,5,"52.3137865, 10.5532043",
2023-01-20 16:30:30,Friday,5,"52.3137904, 10.5527387",
2023-01-20 16:30:40,Friday,5,"52.3138864375, 10.55162605",
2023-01-20 16:30:50,Friday,5,"52.31415988, 10.54932601",
2023-01-20 16:31:00,Friday,5,"52.31425726, 10.54736266",
2023-01-20 16:31:10,Friday,5,"52.31434225, 10.5461886375",
2023-01-20 16:31:40,Friday,5,"52.3143578833333, 10.54555125",
2023-01-20 16:31:40,Friday,5,"52.3142958, 10.544678",
2023-01-20 16:31:50,Friday,5,"52.3143223, 10.54376441",
2023-01-20 16:32:00,Friday,5,"52.31434084, 10.54174755",
2023-01-20 16:32:10,Friday,5,"52.31432803, 10.53970466",
2023-01-20 16:32:20,Friday,5,"52.31435181, 10.53786207",
2023-01-20 16:32:30,Friday,5,"52.3145236, 10.53694299",
2023-01-20 16:32:40,Friday,5,"52.31443947, 10.53618197",
2023-01-20 16:32:50,Friday,5,"52.3144183, 10.535569",
2023-01-20 16:33:00,Friday,5,"52.3144834714286, 10.5349749428571",
2023-01-20 16:33:10,Friday,5,"52.31434983, 10.53459821",
2023-01-20 16:33:20,Friday,5,"52.3140713, 10.5346146",
2023-01-20 16:33:30,Friday,5,"52.3137264, 10.5348568",
2023-01-20 16:33:40,Friday,5,"52.3130698, 10.53544461",
2023-01-20 16:33:50,Friday,5,"52.3118213, 10.53666168",
2023-01-20 16:34:00,Friday,5,"52.31071615, 10.53768966",
2023-01-20 16:34:10,Friday,5,"52.31050569, 10.53836889",
2023-01-20 16:34:20,Friday,5,"52.310603, 10.5386359",
2023-01-20 16:34:40,Friday,5,"52.3107236, 10.5396082",
2023-01-20 16:34:50,Friday,5,"52.3107704888889, 10.5416673888889",
2023-01-20 16:35:00,Friday,5,"52.31017602, 10.54228184",
2023-01-20 16:35:10,Friday,5,"52.30932219, 10.54262862",
2023-01-20 16:35:20,Friday,5,"52.3091015833333, 10.5430798166667",
2023-01-20 16:35:40,Friday,5,"52.3093075, 10.5440581",
2023-01-20 16:35:50,Friday,5,"52.3096862555556, 10.5459581555556",
2023-01-20 16:36:00,Friday,5,"52.30996166, 10.5471591",
2023-01-20 16:36:10,Friday,5,"52.3095537, 10.5476255",
2023-01-20 16:36:20,Friday,5,"52.30862557, 10.54777459",
2023-01-20 16:36:30,Friday,5,"52.30767908, 10.54791676",
2023-01-20 16:36:40,Friday,5,"52.3071795166667, 10.5480184333333",
2023-01-20 16:37:10,Friday,5,"52.3066790222222, 10.5480927444444",
2023-01-20 16:37:20,Friday,5,"52.30587398, 10.54825843",
2023-01-20 16:37:30,Friday,5,"52.3050969166667, 10.54849825",
2023-01-20 16:37:40,Friday,5,"52.3043693625, 10.5484552875",
2023-01-20 16:37:50,Friday,5,"52.3042967, 10.5477893",
2023-01-20 16:38:00,Friday,5,"52.30414286, 10.5466259",
2023-01-20 16:38:10,Friday,5,"52.30375843, 10.54482094",
2023-01-20 16:38:20,Friday,5,"52.30356636, 10.54354722",
2023-01-20 16:38:30,Friday,5,"52.30327446, 10.54229731",
2023-01-20 16:38:40,Friday,5,"52.30308898, 10.54107967",
2023-01-20 16:38:50,Friday,5,"52.303036, 10.5407225",
2023-01-20 16:39:10,Friday,5,"52.3023163, 10.5407795",
2023-01-20 16:39:20,Friday,5,"52.3019196, 10.54101642",
2023-01-20 16:39:30,Friday,5,"52.30111405, 10.54135287",
2023-01-20 16:39:40,Friday,5,"52.30015208, 10.54173598",
2023-01-20 16:39:50,Friday,5,"52.29933051, 10.54222483",
2023-01-20 16:40:00,Friday,5,"52.2990879, 10.542381",
2023-01-20 16:40:20,Friday,5,"52.2987972, 10.5423614",
2023-01-20 16:40:30,Friday,5,"52.29816421, 10.54241355",
2023-01-20 16:40:40,Friday,5,"52.29712873, 10.54148881",
2023-01-20 16:40:50,Friday,5,"52.29617725, 10.54067452",
2023-01-20 16:41:00,Friday,5,"52.2955543, 10.54044885",
2023-01-22 15:43:10,Sunday,5,"52.299198, 10.5423262",
2023-01-22 15:43:20,Sunday,5,"52.299198, 10.5423262",
2023-01-22 15:44:30,Sunday,5,"52.2988181, 10.5425273",64.0757844671
2023-01-22 15:44:40,Sunday,5,"52.29825331, 10.54243633",64.0757844671
2023-01-22 15:44:50,Sunday,5,"52.29716187, 10.54153888",64.0757844671
2023-01-22 15:45:00,Sunday,5,"52.2962868, 10.5408462",53.8773560262667
2023-01-22 15:45:10,Sunday,5,"52.295519725, 10.5404948625",51.8376703381
2023-01-22 15:45:30,Sunday,5,"52.29498975, 10.5404573",61.4434356015
2023-01-22 15:45:40,Sunday,5,"52.2942697777778, 10.5402755222222",61.4434356015
2023-01-22 15:45:50,Sunday,5,"52.2935506, 10.5401231",61.4434356015
2023-01-22 15:46:10,Sunday,5,"52.2931294, 10.5400574",68.9615186071
2023-01-22 15:46:20,Sunday,5,"52.29264936, 10.5399228",68.9615186071
2023-01-22 15:46:30,Sunday,5,"52.29141413, 10.53960427",68.41551865639
2023-01-22 15:46:40,Sunday,5,"52.2901687, 10.53936891",68.3548519952
2023-01-22 15:46:50,Sunday,5,"52.28897326, 10.53912841",68.3548519952
2023-01-22 15:47:00,Sunday,5,"52.28801714, 10.53887328",66.44718443432
2023-01-22 15:47:10,Sunday,5,"52.28698414, 10.53864974",65.9702675441
2023-01-22 15:47:20,Sunday,5,"52.2864643, 10.5384599",65.9702675441
2023-01-22 15:47:40,Sunday,5,"52.2859631, 10.5384219",60.6539961709
2023-01-22 15:47:50,Sunday,5,"52.28568393, 10.53836064",60.6539961709
2023-01-22 15:48:00,Sunday,5,"52.28474081, 10.53826653",63.91935700684
2023-01-22 15:48:10,Sunday,5,"52.28367725, 10.53793312",64.2821748775
2023-01-22 15:48:20,Sunday,5,"52.2828217, 10.53772422",64.2821748775
2023-01-22 15:48:30,Sunday,5,"52.28169357, 10.53743317",68.46790846417
2023-01-22 15:48:40,Sunday,5,"52.28081502, 10.53687118",68.9329899738
2023-01-22 15:48:50,Sunday,5,"52.28017402, 10.53635542",68.9329899738
2023-01-22 15:49:00,Sunday,5,"52.2794574, 10.53595612",68.23218195342
2023-01-22 15:49:10,Sunday,5,"52.27855796, 10.53530145",68.1543143956
2023-01-22 15:49:20,Sunday,5,"52.2773187, 10.5348516",68.1543143956
2023-01-22 15:49:20,Sunday,5,"52.2780237, 10.5349028",68.1543143956
2023-01-22 15:49:30,Sunday,5,"52.2773187, 10.5348516",69.726629173225
2023-01-22 15:49:50,Sunday,5,"52.2770922, 10.5348819",70.2507340991
2023-01-22 15:50:00,Sunday,5,"52.2762728777778, 10.5352455333333",68.945090137
2023-01-24 12:13:30,Tuesday,6,"52.2722111, 10.4937999",15.13624912972
2023-01-24 12:13:50,Tuesday,6,"52.2720447, 10.4936526",18.5715646692
2023-01-24 12:14:50,Tuesday,6,"52.272161, 10.4939079",18.9617049279
2023-01-24 12:15:00,Tuesday,6,"52.2720403, 10.4944364",20.26451641658
2023-01-24 12:15:10,Tuesday,6,"52.2719798, 10.4947354",22.2187336496
2023-01-24 12:15:40,Tuesday,6,"52.271551, 10.4963175",16.9894851787
2023-01-24 12:15:50,Tuesday,6,"52.27088895, 10.4984084",16.9894851787
2023-01-24 12:16:00,Tuesday,6,"52.27046055, 10.4999263",17.86827841689
2023-01-24 12:16:40,Tuesday,6,"52.2701629, 10.5007504",20.3950831828
2023-01-24 12:16:50,Tuesday,6,"52.2700767, 10.5010256",20.3950831828
2023-01-24 12:17:10,Tuesday,6,"52.2701662, 10.5012933",17.059923871
2023-01-24 12:17:30,Tuesday,6,"52.27057485, 10.50173625",15.86238192862
2023-01-24 12:17:40,Tuesday,6,"52.2711617, 10.5026887",15.3491496676
2023-01-24 12:17:50,Tuesday,6,"52.27176915, 10.5042841",15.3491496676
2023-01-24 12:18:00,Tuesday,6,"52.2719696, 10.50543985",14.93149684705
2023-01-24 12:18:10,Tuesday,6,"52.27224485, 10.50642335",14.7525027811
2023-01-24 12:18:50,Tuesday,6,"52.2721713, 10.5064437",12.8942413172
2023-01-24 12:19:30,Tuesday,6,"52.2721312, 10.5069185",12.45604306034
2023-01-24 12:19:40,Tuesday,6,"52.2720233, 10.5071637",12.5100394982
2023-01-24 12:19:50,Tuesday,6,"52.2718325, 10.5073019",12.5100394982
2023-01-24 12:20:00,Tuesday,6,"52.2714135, 10.5076981",12.46428073696
2023-01-24 12:34:00,Tuesday,7,"52.3141615, 10.5521592",
2023-01-24 13:25:30,Tuesday,6,"52.159243, 10.5323438",13.149259937
2023-01-24 13:25:40,Tuesday,6,"52.159243, 10.5323438",13.149259937
2023-01-24 13:27:10,Tuesday,6,"52.1597446, 10.531297",26.1857684065
2023-01-24 13:27:20,Tuesday,6,"52.16017832, 10.52973216",26.1857684065
2023-01-24 13:27:30,Tuesday,6,"52.1612795285714, 10.5263629571429",26.8527578759857
2023-01-24 13:27:40,Tuesday,6,"52.16235156, 10.52410131",27.3529999781
2023-01-24 13:27:50,Tuesday,6,"52.16374354, 10.5217592",27.3529999781
2023-01-24 13:28:00,Tuesday,6,"52.16561841, 10.51972852",25.81528565079
2023-01-24 13:28:10,Tuesday,6,"52.16782402, 10.51809767",25.1562652248
2023-01-24 13:28:20,Tuesday,6,"52.17011585, 10.51674323",25.1562652248
2023-01-24 13:28:30,Tuesday,6,"52.17247583, 10.51563868",19.28165925169
2023-01-24 13:28:40,Tuesday,6,"52.1743264833333, 10.5149043166667",16.7639709775
2023-01-24 13:28:50,Tuesday,6,"52.1774468555556, 10.5137849777778",16.7639709775
2023-01-24 13:29:00,Tuesday,6,"52.1798884666667, 10.5128395333333",15.9038977509167
2023-01-24 13:29:10,Tuesday,6,"52.18198685, 10.51195915",15.7318831056
2023-01-24 13:29:20,Tuesday,6,"52.1843431, 10.51100585",15.7318831056
2023-01-24 13:29:30,Tuesday,6,"52.1867257, 10.5100424",16.19829989091
2023-01-24 13:29:40,Tuesday,6,"52.18908805, 10.50908895",16.3981927989
2023-01-24 13:30:30,Tuesday,6,"52.20129465, 10.5043236",16.423917307325
2023-01-24 13:30:40,Tuesday,6,"52.2021994, 10.5039351",16.4808697081
2023-01-24 13:30:50,Tuesday,6,"52.2065171, 10.5040877",16.4808697081
2023-01-24 13:31:10,Tuesday,6,"52.2127052, 10.5055309",17.4770965303
2023-01-24 13:31:20,Tuesday,6,"52.2127052, 10.5055309",17.4770965303
2023-01-24 13:31:30,Tuesday,6,"52.2180621, 10.5069276",17.5949495212
2023-01-24 13:31:40,Tuesday,6,"52.2180621, 10.5069276",17.5949495212
2023-01-24 13:32:20,Tuesday,6,"52.2305599, 10.5105168",18.6751195729
2023-01-24 13:32:40,Tuesday,6,"52.2359428142857, 10.5122544142857",17.5958901461
2023-01-24 13:32:50,Tuesday,6,"52.23853085, 10.5126696",17.5958901461
2023-01-24 13:33:00,Tuesday,6,"52.24097525, 10.51285394",18.00786139789
2023-01-24 13:33:10,Tuesday,6,"52.2420406, 10.5131373",18.1844205058
2023-01-24 13:35:00,Tuesday,6,"52.2420406, 10.5131373",19.0676032852
2023-01-24 13:35:10,Tuesday,6,"52.2420406, 10.5131373",19.0676032852
2023-01-24 13:35:30,Tuesday,6,"52.252472, 10.5395206",16.8102070539
2023-01-24 13:35:30,Tuesday,6,"52.252472, 10.5395206",16.8102070539
2023-01-24 13:35:40,Tuesday,6,"52.252472, 10.5395206",16.8102070539
2023-01-24 13:35:50,Tuesday,6,"52.2524572, 10.5398284",16.8102070539
2023-01-24 13:36:00,Tuesday,6,"52.2524572, 10.5398284",16.8102070539
2023-01-24 13:37:30,Tuesday,6,"52.2523264, 10.5402541",14.7517833163
2023-01-24 13:37:40,Tuesday,6,"52.2523116, 10.5405682",14.7517833163
2023-01-24 13:37:50,Tuesday,6,"52.2525291625, 10.539821725",14.7517833163
2023-01-24 13:38:00,Tuesday,6,"52.2526101, 10.5394241",14.7517833163
2023-01-24 13:38:00,Tuesday,6,"52.2526579, 10.5390886",17.0334757396
2023-01-24 13:38:10,Tuesday,6,"52.2526579, 10.5390886",17.0334757396
2023-01-24 13:39:10,Tuesday,6,"52.2525436, 10.5388205",19.5680976911
2023-01-24 13:39:20,Tuesday,6,"52.2525436, 10.5388205",19.5680976911
2023-01-24 13:40:10,Tuesday,6,"52.2527398, 10.5390245",17.6893688484
2023-01-24 13:48:30,Tuesday,6,"52.2650306, 10.5260999",10.4152007236
2023-01-24 13:49:40,Tuesday,6,"52.2652066, 10.5260058",14.4175277536
2023-01-24 13:50:30,Tuesday,6,"52.2652206, 10.5257067",21.52616642016
2023-01-24 13:52:30,Tuesday,6,"52.2651194, 10.5255591",27.2274430171
2023-01-24 13:54:10,Tuesday,6,"52.2655064, 10.5220162",27.4480738452
2023-01-24 13:54:50,Tuesday,6,"52.2655033, 10.5217164",26.0689388472
2023-01-24 13:55:00,Tuesday,6,"52.2654588, 10.5213535",22.86250225936
2023-01-24 13:55:10,Tuesday,6,"52.2655715, 10.52072595",22.0608931124
2023-01-24 13:55:10,Tuesday,6,"52.2654993, 10.5208923",22.0608931124
2023-01-24 13:55:20,Tuesday,6,"52.2656830714286, 10.5203948",22.0608931124
2023-01-24 13:55:20,Tuesday,6,"52.265731, 10.5199857333333",22.0608931124
2023-01-24 13:55:30,Tuesday,6,"52.26577021, 10.51926093",21.63524076066
2023-01-24 13:55:40,Tuesday,6,"52.26589831, 10.51809208",21.4528183242
2023-01-24 13:55:50,Tuesday,6,"52.2660253, 10.5176288",21.4528183242
2023-01-24 13:56:10,Tuesday,6,"52.266056, 10.5172177",18.9971153688
2023-01-24 13:56:20,Tuesday,6,"52.2656825333333, 10.5170732333333",18.9971153688
2023-01-24 13:56:20,Tuesday,6,"52.2659802285714, 10.5170903857143",18.9971153688
2023-01-24 13:56:30,Tuesday,6,"52.2651105666667, 10.5173346888889",20.1485320245333
2023-01-24 13:56:30,Tuesday,6,"52.2644933, 10.5176295",20.7242403524
2023-01-24 13:56:40,Tuesday,6,"52.26411959, 10.51780695",20.7242403524
2023-01-24 13:56:50,Tuesday,6,"52.26341702, 10.51799578",20.7242403524
2023-01-24 13:57:00,Tuesday,6,"52.26310236, 10.51783016",20.74825313536
2023-01-24 13:57:10,Tuesday,6,"52.263057, 10.5176573",20.7842723098
2023-01-24 13:57:40,Tuesday,6,"52.2629623, 10.5172651",19.8106064031
2023-01-24 13:57:50,Tuesday,6,"52.2629623, 10.5172651",19.8106064031
2023-01-24 13:57:50,Tuesday,6,"52.26276925, 10.51673825",19.8106064031
2023-01-24 13:58:00,Tuesday,6,"52.262641, 10.51566687",18.68954047397
2023-01-24 13:58:10,Tuesday,6,"52.2626036, 10.5151233",18.2090836472
2023-01-24 13:58:20,Tuesday,6,"52.262627, 10.5147473",18.2090836472
2023-01-24 13:58:30,Tuesday,6,"52.2626619, 10.5144364",16.5083299162
2023-01-24 13:58:40,Tuesday,6,"52.26281298, 10.5143521",16.5083299162
2023-01-24 13:58:50,Tuesday,6,"52.2632089333333, 10.514306",16.5083299162
2023-01-24 13:59:00,Tuesday,6,"52.2634325, 10.5143601",16.5083299162
2023-01-24 15:22:30,Tuesday,7,"52.2655319, 10.5268391",
2023-01-24 15:22:40,Tuesday,7,"52.2655319, 10.5268391",
2023-01-24 15:23:00,Tuesday,7,"52.2654777, 10.5264841",
2023-01-24 15:23:30,Tuesday,7,"52.2653539, 10.5262447",
2023-01-24 15:24:30,Tuesday,7,"52.2651526, 10.5261278",
2023-01-24 15:24:40,Tuesday,7,"52.2649736, 10.5261006",
2023-01-24 15:25:00,Tuesday,7,"52.2648003, 10.5263136",
2023-01-24 15:25:10,Tuesday,7,"52.2646118, 10.5264556",
2023-01-24 15:25:20,Tuesday,7,"52.2644686333333, 10.5265319333333",
2023-01-24 15:25:30,Tuesday,7,"52.2642591, 10.5265634",
2023-01-24 15:25:50,Tuesday,7,"52.2641359, 10.5263367",
2023-01-24 15:26:00,Tuesday,7,"52.263957, 10.5262882",
2023-01-24 15:26:10,Tuesday,7,"52.263957, 10.5262882",
2023-01-24 15:27:40,Tuesday,7,"52.2634825, 10.5262201",
2023-01-24 15:27:50,Tuesday,7,"52.2634825, 10.5262201",
2023-01-24 15:30:20,Tuesday,7,"52.2600621166667, 10.5260014833333",
2023-01-24 15:30:30,Tuesday,7,"52.25941362, 10.52677683",
2023-01-24 15:30:40,Tuesday,7,"52.2587815111111, 10.5270315888889",
2023-01-24 15:31:30,Tuesday,7,"52.2584766, 10.5271846",
2023-01-24 15:31:40,Tuesday,7,"52.2582045, 10.5272606",
2023-01-24 15:31:40,Tuesday,7,"52.2580787222222, 10.5272946",
2023-01-24 15:32:10,Tuesday,7,"52.25793625, 10.5280063",
2023-01-24 15:32:20,Tuesday,7,"52.258121, 10.5288082",
2023-01-24 15:32:30,Tuesday,7,"52.2582337, 10.5293814",
2023-01-24 15:32:40,Tuesday,7,"52.2580777333333, 10.5310017777778",
2023-01-24 15:32:50,Tuesday,7,"52.2573722333333, 10.5325718333333",38.0809500731
2023-01-24 15:33:00,Tuesday,7,"52.2570333, 10.5330283",38.0809500731
2023-01-24 15:33:30,Tuesday,7,"52.2567213, 10.5332926",41.3692417533
2023-01-24 15:33:40,Tuesday,7,"52.25610885, 10.53391165",41.3692417533
2023-01-24 15:33:50,Tuesday,7,"52.2551518, 10.5352556",38.91000040293
2023-01-24 15:34:00,Tuesday,7,"52.2541673, 10.53697015",37.8560398242
2023-01-24 15:34:10,Tuesday,7,"52.2537407, 10.5375802",37.8560398242
2023-01-24 15:35:00,Tuesday,7,"52.2535113, 10.53788955",40.8241552264
2023-01-24 15:35:10,Tuesday,7,"52.25302725, 10.53854565",40.8241552264
2023-01-24 15:35:20,Tuesday,7,"52.252642, 10.53822685",40.8241552264
2023-01-24 15:36:30,Tuesday,7,"52.252393, 10.5378899",
2023-01-24 15:36:40,Tuesday,7,"52.2521833, 10.5375706",
2023-01-24 15:36:50,Tuesday,7,"52.2521828, 10.5372536",38.7945010272
2023-01-24 15:37:00,Tuesday,7,"52.2524573, 10.536619",38.7945010272
2023-01-24 15:37:10,Tuesday,7,"52.25220155, 10.53554175",38.7945010272
2023-01-24 15:37:20,Tuesday,7,"52.2517024, 10.53366245",38.36081261652
2023-01-24 15:37:30,Tuesday,7,"52.251528, 10.53224875",38.1749461548
2023-01-24 15:37:50,Tuesday,7,"52.2514342, 10.5314516",33.5420234191
2023-01-24 15:38:00,Tuesday,7,"52.2513548, 10.5309663",33.5420234191
2023-01-24 15:38:10,Tuesday,7,"52.2512772, 10.5304022",33.5420234191
2023-01-24 15:38:20,Tuesday,7,"52.2511282, 10.5295857",31.70199508553
2023-01-24 15:38:30,Tuesday,7,"52.2505888, 10.5291905",30.913411514
2023-01-24 15:38:40,Tuesday,7,"52.2494301, 10.5294264",30.913411514
2023-01-24 15:38:50,Tuesday,7,"52.2482221, 10.5292549",29.04563207579
2023-01-24 15:39:00,Tuesday,7,"52.24735045, 10.5289879",28.2451551737
2023-01-24 15:39:20,Tuesday,7,"52.24679935, 10.52879265",28.08499950488
2023-01-24 15:39:30,Tuesday,7,"52.2462064, 10.5286527",28.0163613611
2023-01-24 15:39:40,Tuesday,7,"52.2444418142857, 10.5284889714286",28.0163613611
2023-01-24 15:39:50,Tuesday,7,"52.2438000571429, 10.5279168142857",28.1128628889857
2023-01-24 15:40:00,Tuesday,7,"52.2430023166667, 10.5275410833333",28.1852390349
2023-01-24 15:40:10,Tuesday,7,"52.2417729, 10.527367",28.1852390349
2023-01-24 15:40:30,Tuesday,7,"52.2410954, 10.5273759",29.6626631359
2023-01-24 15:40:40,Tuesday,7,"52.24028355, 10.52743375",29.6626631359
2023-01-24 15:40:50,Tuesday,7,"52.23863205, 10.5275386",28.55719695261
2023-01-24 15:41:00,Tuesday,7,"52.23676695, 10.52779595",28.0834257312
2023-01-24 15:41:10,Tuesday,7,"52.2340392333333, 10.5286127666667",28.0834257312
2023-01-24 15:41:10,Tuesday,7,"52.2346843, 10.5283863",28.0834257312
2023-01-24 15:41:20,Tuesday,7,"52.2329594111111, 10.5291386777778",26.8797278487333
2023-01-24 15:41:20,Tuesday,7,"52.2317821, 10.5297946",26.2778789075
2023-01-24 15:41:30,Tuesday,7,"52.23087763, 10.53024841",26.2778789075
2023-01-24 15:41:40,Tuesday,7,"52.2289629888889, 10.5311601777778",26.2778789075
2023-01-24 15:41:50,Tuesday,7,"52.2269574333333, 10.5319386666667",25.151077991
2023-01-24 15:42:00,Tuesday,7,"52.22478344, 10.53230688",24.0242770745
2023-01-24 15:42:10,Tuesday,7,"52.223018575, 10.5324987875",24.0242770745
2023-01-24 15:42:20,Tuesday,7,"52.22060275, 10.5326178",24.1467814929
2023-01-24 15:42:30,Tuesday,7,"52.2181164714286, 10.5334501428571",24.1992833865
2023-01-24 15:42:40,Tuesday,7,"52.216741775, 10.533674875",24.1992833865
2023-01-24 15:42:50,Tuesday,7,"52.2149241, 10.5339356",25.29810709018
2023-01-24 15:43:00,Tuesday,7,"52.2125519666667, 10.5343180333333",26.9463426457
2023-01-24 15:43:10,Tuesday,7,"52.2104234666667, 10.5344746333333",26.9463426457
2023-01-24 15:43:20,Tuesday,7,"52.20838305, 10.5341395",29.5397217765125
